Genes,Ctrl_a,Ctrl_b,Ctrl_c,Ctrl_d
GENE846,827.554554015286,485.646764346554,426.734982551116,450.56177700799
GENE847,471.927811960824,535.997715003622,674.318967781618,586.257083695378
GENE848,518.761631695795,488.133169450647,550.779366642681,454.221609943541
GENE849,573.956275965826,681.325030805797,611.331360258605,421.892828907763
GENE850,568.803461312781,445.889900625916,644.26644786461,591.855728938097
GENE851,697.212532378189,619.064135673411,623.913679950778,541.313827165099
GENE852,580.548505877504,261.253224562425,575.120531439207,518.25238955347
GENE853,584.863954216825,733.083098453838,552.660440595641,676.87662414251
GENE854,479.812086726192,599.022939127043,299.677949904491,648.325409059297
GENE855,566.510658806152,506.597905451166,470.36574889038,1037.43417262517
GENE856,626.37559874426,386.605758525948,710.242294125449,718.399914437242
GENE857,596.481560185602,554.356451894767,568.723404669338,543.413347926726
GENE858,693.423429411197,422.442321295463,630.921638907895,609.936765398299
GENE859,541.441968629092,729.078811877321,647.246432448842,563.648173049503
GENE860,289.175994450082,404.769183926438,637.784320969744,757.504719703144
GENE861,572.556421140432,638.290241510563,679.310520797942,647.211055743301
GENE862,578.490425298185,768.292387044635,571.218887868612,365.293540527181
GENE863,402.727401045866,465.285118402411,851.964138634884,862.858690324498
GENE864,598.412774517454,521.312802918995,645.308236108493,525.639223773429
GENE865,468.233286760005,561.226612819387,629.24867820053,379.813707581924
GENE866,653.884739028247,731.635086392511,713.278902187979,494.048134603112
GENE867,676.998959949796,596.188764013836,844.758676223602,654.854273414715
GENE868,678.394772702685,688.677630897388,595.35471677533,573.970520244111
GENE869,654.875658870849,410.593504240785,380.476942085583,447.344134699833
GENE870,814.194900997825,575.950470444597,768.545980489886,217.481406390155
GENE871,497.054489823671,711.83988997261,541.850840647031,621.040157561904
GENE872,275.791965925521,630.07797194503,893.209107619058,464.625879468149
GENE873,705.230783915784,376.094897006142,571.50193003389,490.729208956164
GENE874,729.180340140157,569.133264030024,480.743621086198,261.536005258003
GENE875,448.973471454769,530.805323944261,630.700293503195,648.013169572172
GENE876,659.459509764227,672.997824740892,524.30327965258,774.863727343923
GENE877,598.297996755376,462.277329343882,703.916622637072,528.228115120753
GENE878,891.831549237982,397.418071617914,573.560913330825,778.959400000625
GENE879,618.207985639706,796.732444224017,620.129638711138,596.876273019266
GENE880,479.304823683982,717.765773070473,547.114578208144,844.87829170776
GENE881,593.506320264711,446.356917001309,587.782224619177,549.371868673205
GENE882,664.823436716094,605.933345620546,828.237173793422,681.929606071314
GENE883,660.990874706808,566.188551166216,727.911085120734,368.191397124375
GENE884,379.869929253461,645.176479187118,672.783579540705,494.080010568463
GENE885,553.439887489122,469.724022486972,573.608551285505,712.382429468328
GENE886,639.355283435414,759.337739234971,582.39150964364,261.099873153215
GENE887,725.866089709525,666.286444375806,623.682682517812,355.45340255448
GENE888,486.739253323264,750.473133012092,632.739703394112,603.675723869787
GENE889,347.77716041081,566.471870907488,527.711907831832,717.957431620402
GENE890,552.08793905818,360.871220583909,543.023013534725,580.636465558352
GENE891,636.549361619394,626.009817155301,580.025100964479,726.951207127934
GENE892,831.122242370668,680.596538206787,706.906562667,693.232413256231
GENE893,559.87401975659,760.900104969484,419.672388205556,524.887183392206
GENE894,637.762129580637,502.31458038764,381.225901701377,446.182021814786
GENE895,974.293380529468,540.08735427499,493.351928021555,560.470133022651
GENE896,651.863288470704,715.541562108066,535.758061789947,626.119967467488
GENE897,404.986018705861,474.323462138179,565.072968465171,460.217111591236
GENE898,557.131277940254,548.871865674684,444.535256127882,400.5205552956
GENE899,530.634267784766,619.834948236506,716.676133973943,734.171336514569
GENE900,633.601867541296,540.815499549738,892.627277913117,482.225493495594
GENE901,778.199571902538,415.045099289646,745.406418018006,546.793461508663
GENE902,1024.95940374309,582.601288835056,540.992949586125,620.573421202509
GENE903,508.730242546243,660.450128670907,498.758721099224,504.769493261999
GENE904,561.100050153055,708.939940724726,326.438799006589,197.751940304155
GENE905,507.467817716602,588.762160536273,606.675538365206,502.514015287823
GENE906,366.651425807829,546.764323277002,572.835718012043,627.971083966571
GENE907,552.663361317868,828.246915051898,540.861811874372,559.690771604944
GENE908,544.105796705651,385.402228821255,517.983345218344,780.733112626085
GENE909,442.678975595999,636.169781635628,659.483544242319,475.890326123194
GENE910,459.098049819022,826.094212560732,637.969896208563,602.199741097164
GENE911,373.427387361892,406.734227486497,772.682848943087,533.886701578493
GENE912,538.099848215686,381.332899575481,835.675802235196,619.898608269991
GENE913,404.739877621269,637.170620588503,604.41823734809,266.391512421783
GENE914,305.315922373853,576.798882025014,570.920683846335,649.208402921
GENE915,392.926825942336,786.49650075378,817.378103953035,525.416903059393
GENE916,546.030861526845,355.756579351835,538.549332458509,333.50228267739
GENE917,518.184021922309,457.24755341793,565.597680746654,541.56161769999
GENE918,581.886944889046,441.627089204964,835.869489299209,651.291683090171
GENE919,287.228962365576,507.580809360356,410.109484639533,637.448119084728
GENE920,516.110564503357,543.019622285458,617.734291878035,479.931342344549
GENE921,577.735917720774,474.296233795429,539.05180545451,612.038905605025
GENE922,472.756159738038,446.3523244588,458.234599367355,539.348882400941
GENE923,672.066942517336,395.243383789235,417.883804511375,238.444595227442
GENE924,488.812418581084,466.123245255205,766.172587725848,669.975347541319
GENE925,677.639760771451,534.875412333262,473.735763469986,541.606430307713
GENE926,365.221725628903,620.859007297646,398.972478292296,581.677194957017
GENE927,719.553381839757,751.79916195755,520.882969739685,427.091169285619
GENE928,821.62060613875,797.801282315138,501.956009783074,594.145517609343
GENE929,520.405890694286,682.746024938927,509.006650053745,721.239922704871
GENE930,423.739151474959,691.554780406921,405.248227934429,773.550345096523
GENE931,473.905034730836,543.527414627267,636.817255359837,391.826309295765
GENE932,466.718002857509,318.019816108435,411.032692068119,530.502048097554
GENE933,572.054090486855,621.696297112762,560.759024583373,492.311449754144
GENE934,312.8697970248,851.404034547332,444.105446604636,560.702673613975
GENE935,565.198310838888,632.01411313752,617.33914412403,349.80412295098
GENE936,394.784685924654,467.769212786235,738.207581039367,590.428300730725
GENE937,369.00711549157,328.328466042114,558.1341416802,313.675134726728
GENE938,624.141879644578,371.101084858775,610.014103291566,537.230793886404
GENE939,541.519782694175,537.123092452328,693.927096007997,473.63194138964
GENE940,423.836450549342,721.021923163414,583.030523338083,801.86374566565
GENE941,605.8921642022,401.597760786166,669.774786391553,244.50943000858
GENE942,463.795536282555,947.976537802097,412.085149639599,482.766679001308
GENE943,245.661859458075,184.117410341207,497.986452708954,650.68818364999
GENE944,561.611594071944,484.661494290285,374.184407348745,600.256417615515
GENE945,681.600092165969,563.445681447814,562.558283310488,699.610361370895
GENE946,529.98130937721,528.802336591862,534.565353730939,602.563150167869
GENE947,477.330046117213,766.997021059741,757.832415595739,644.750038277197
GENE948,613.970172270208,673.933015078399,504.01635458456,361.251116291728
GENE949,777.141575121404,272.191250710153,748.475018152188,421.431891711112
GENE950,478.058646584994,497.057200624266,528.112792563819,551.774415702309
GENE951,531.232653599772,686.411559127528,689.779923465934,576.867667545567
GENE952,370.58122034272,567.880998316401,476.576781931445,471.896507489593
GENE953,821.794503690829,701.276968465419,483.79779386809,428.5193597452
GENE954,584.167915677774,500.706700493358,461.03531911487,457.968365515711
GENE955,618.655291061385,362.645488064882,594.543389483998,589.648720027463
GENE956,725.322421851815,504.477496267388,551.777096121935,543.088404729035
GENE957,680.680280104671,395.793165918718,578.782511389625,438.426563372508
GENE958,395.584543980375,485.667749360741,596.434425244655,678.652920470267
GENE959,469.026055196856,551.103169487579,624.343180105852,562.030386305595
GENE960,589.242423839303,317.838642718059,506.304361105918,563.050560244458
GENE961,477.796176954306,549.924661574202,546.555601637947,724.674580917604
GENE962,567.577401535208,606.999912662931,546.415438697967,474.71420870968
GENE963,633.351944902553,671.560599435026,365.365143145719,705.08749228627
GENE964,597.271090188778,563.036625790526,690.933703549652,692.628003777631
GENE965,454.170325754274,589.303195636882,660.289830702488,474.141524444238
GENE966,623.237660740215,651.656457406054,606.6446605676,300.667694424499
GENE967,836.307816995655,574.478531898563,722.146535343309,453.065889284463
GENE968,394.620482381551,401.640259655654,556.23254061486,887.677515174402
GENE969,513.352542951506,544.833563979977,436.892590199694,592.328985626505
GENE970,550.196427488754,505.875511013715,725.651465164433,709.06586233608
GENE971,437.760214687636,548.66474678156,631.649925200397,524.863982824015
GENE972,806.926029695759,482.588848894649,780.687434559029,651.728153752917
GENE973,678.586049764083,710.614998983124,745.32885013613,574.886481102865
GENE974,535.790449876463,714.621243120354,511.007158168957,413.892819472664
GENE975,521.500352816477,530.116182858791,546.769988969526,780.092056285113
GENE976,529.492102589481,526.399706300769,742.937994312077,521.405324444441
GENE977,303.720276900277,541.827934138018,638.037564044994,834.034198685284
GENE978,410.258973048133,567.415571732416,649.3036793948,726.96967043655
GENE979,457.648854189206,657.889650218731,661.078291069761,603.965709526539
GENE980,517.063396668733,486.951386304607,538.592510894884,550.514436014684
GENE981,801.926411683001,595.055925675012,358.668829584972,443.999795004989
GENE982,465.513857213421,590.829675026476,646.113389632102,454.237809368845
GENE983,514.124306112215,676.30159207954,702.894373875369,431.925967148734
GENE984,604.89475157214,677.753135558814,555.97064700415,603.334333652382
GENE985,411.96124615583,504.794807240807,389.558066290266,433.715927144573
GENE986,614.374472118544,555.07479775367,402.022855545116,744.534874030539
GENE987,666.273042506066,594.502776317556,689.327958517678,618.535247389276
GENE988,350.798965411467,652.927854954299,534.269446412494,613.513420507751
GENE989,513.157744930755,478.159195522475,505.574995844491,567.828008164962
GENE990,516.064044842489,806.826572476724,605.461217867779,496.812607522548
GENE991,463.98384035959,654.826961962474,474.882979502098,785.060462056103
GENE992,509.770888419491,695.600630252213,562.666347320124,483.94085129736
GENE993,522.004463471291,760.722050062234,551.485885956664,617.942150399068
GENE994,643.833225838872,766.038507098017,727.139782287576,512.046140469033
GENE995,288.703029825335,572.127181286817,546.325943828272,254.311717021413
GENE996,515.424095437392,755.567814022782,667.946597243553,648.890805326762
GENE997,752.048970173632,324.195647532949,552.397939308544,383.133609765933
GENE998,647.095328456581,483.116358306721,513.319072890627,594.35906244795
GENE999,605.650868848823,550.463243430817,456.723403906086,458.902957672785
GENE1000,797.90387603664,719.766663073928,656.566905212513,437.747029184512
